State,District,Contractor,Contract/Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description
AL,AL-05,CHUGACH INDUSTRIES INCORPORATED,NNM05AD86D Modification 10,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/12/2006,11/30/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Very Small Business,, Firm Fixed Price","Small Disadvantaged Business,8(A) Program,Small Business - ",$96,$96,561730,N/A,N/A,4200131965 SET-UP BASIC D/O AND PERFORM FWR 1087038 & 10887040
AL,AL-05,SYSTEMS &  ELECTRONIC DEVELOPMENT C,NNM06AA81P Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/12/2006,03/04/2006,"Minority Owned,Other Minority Owned,, Firm Fixed Price","Small Disadvantaged Business,Small Business - ",$233,$233,335999,N/A,N/A,4200131275 PURCHASE OF NETWORK BASED SEQUENTIAL EVENTS RECORDER
AL,AL-03,CH2M HILL INCORPORATED,NNM05AB44C Modification 8,MSFC - Marshall Space Flight Center,"Montgomery, AL (District 03)",04/12/2006,11/30/2007,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$94,915",$0,541330,N/A,N/A,"ENGINEERING SERVICES FOR MSFC, OTHER NASA CENTERS OR INSTALLATIONS AND OTHER GOVRNMENT FACILITIES."
AL,AL-05,BOARD OF TRUSTEES UNIVERSITY OF ALABAMA (0830),NNG05GK73G Modification 1,GSFC - Goddard Space Flight Center,"Huntsville, AL (District 05)",04/13/2006,05/31/2007,"Educational Institution,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,PARTICLE ACCELERATION & EMISSION INSN REMNANTS
AL,,TELEDYNE INDUSTRIES INC       ,MSFC0200206DNAS802060 Modification 150,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",04/13/2006,06/30/2007,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,$0,"$1,382,085",541710,N/A,N/A,SYSTEMS DEVELOPMENT & OPERATIONS SUPPORT 
AL,,SIERRA LOBO INCORPORATED,MSFC0200209DNAS802115 Modification 42,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",04/13/2006,09/30/2006,"Hispanic American Owned Business,Minority Owned,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Incentive Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$0,"$-536,010",541710,N/A,N/A,R&D SPACE FLIGHT AND ASSOCIATED HARDWARE AT MSFC (ROLL-UP THRU MOD 25)
AL,AL-05,JOHNSON CONTRACTORS INC,NNM05AC69D Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/13/2006,04/21/2006,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$5,021","$5,021",236210,N/A,N/A,420012328 REPLACE LIGHT POLES AT BUILDING 4705/4708
AL,AL-05,"VEC VALLEY ELECTRIC, INC",NNM06AA49D Modification 2,MSFC - Marshall Space Flight Center,"KILLEN, AL (District 05)",04/13/2006,06/23/2006,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$11,181","$11,181",236210,N/A,N/A,REPLACE AIR HANDLER BLDG 4666
AL,AL-05,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NNM05AA39T Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/14/2006,04/14/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541611,N/A,N/A,TO 3 FOR TASK 3 FOR ENGINEERING COST ANALYSIS TECHNIQUES DEVELOPMENT 
AL,AL-05,EXPRESS SALES,NNM06AB69P Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/14/2006,04/14/2006,"SBA Certified HUBZone,Small Business,Women Owned,, Firm Fixed Price","SBA Certified HUBZone,Woman Owned Small Business,Small Business - ",$0,$0,[None Indicated],N/A,N/A,4200144160 ACQUISTION OF NUCLEAR INSTRUMENTATION
AL,AL-05,JOHNSON CONTRACTORS INC,NNM06AA53D Modification 1,MSFC - Marshall Space Flight Center,"MUSCLE SHOALS, AL (District 05)",04/14/2006,04/14/2006,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,$0,$0,236210,N/A,N/A,4200145893 INSTALL ELECTRICAL PANEL AT BLDG. 4663
AL,AL-05,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NNM05AA60T Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/14/2006,04/14/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541330,N/A,N/A,4200107729 TO 2 FOR TASK 4 FOR ARCHITECTURE COST MODEL
AL,AL-05,ACCENTURE INCORPORATED,NNM06AA13T Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/14/2006,04/21/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$16,168","$16,168",541519,N/A,N/A,4200153432 JOB 17 PROJECT MANAGEMENT INFORMATION    IMPROVEMENT (PMII) DATA MAPPING                     
AL,,B D SYSTEMS INC               ,MSFC0200203DNAS802048 Modification 22,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",04/14/2006,02/28/2007,"Black American Owned Business,Minority Owned,Small Business,Women Owned,, Cost Plus Fixed Fee","Small Disadvantaged Business,Woman Owned Small Business,Small Business - ","$162,320","$-1,704,595",541710,N/A,N/A,VEHICLE AND SYSTEMS DEVELOPMENT G & NC CONTRACT
AL,AL-05,R W BECK INCORPORATED,NNM06AA79C Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",04/14/2006,04/15/2007,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$236,670","$1,977,137",541330,N/A,N/A,INSPECTIONS SERVICES FOR MSFC ON-SITE CONSTRUCTION
AL,,B D SYSTEMS INC               ,MSFC0200203DNAS802048 Modification 23,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",04/14/2006,02/28/2007,"Black American Owned Business,Minority Owned,Small Business,Women Owned,, Cost Plus Fixed Fee","Small Disadvantaged Business,Woman Owned Small Business,Small Business - ","$313,560","$581,926",541710,N/A,N/A,VEHICLE AND SYSTEMS DEVELOPMENT G & NC CONTRACT
AL,AL-05,BAE SYSTEMS TECHNOLOGY SOLUTIONS AND SERVICES INCORPORATED (6421),MSFC0200302CH35949DGS23F0004K Modification 11,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/14/2006,04/14/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541330,N/A,N/A,PROGRAM MANAGEMENT SUPPORT FOR OSP PROGRAM
AL,AL-05,BAE SYSTEMS TECHNOLOGY SOLUTIONS AND SERVICES INCORPORATED (6421),NNM06AA87T Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/15/2006,05/14/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$25,178","$25,178",541330,N/A,N/A,PROJECT/CENTER PERFORMANCE ANALYSIS SUPPORT
AL,AL-05,BECK R W INC,MSFC0200101DNAS801045 Modification 28,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/15/2006,04/15/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541330,N/A,N/A,CONSTRUCTION INSPECTION&SURVEILLANCE SERVICES
AL,AL-05,GOVERNMENT MICRO RESOURCES INCORPORATED,NNM06AC02D Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",04/17/2006,06/23/2006,"Hispanic American Owned Business,Minority Owned,Small Business,, Firm Fixed Price",Small Business - ,"$15,166","$15,166",423430,N/A,N/A,4200151530 a disc array for existing service
AL,AL-05,COLSA CORP,NNM04AA07C Modification 50,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",04/17/2006,12/31/2006,"Hispanic American Owned Business,Minority Owned,Service Related Disabled Veteran Owned Business,Veteran Owned,, Cost Plus Award Fee","Veteran Owned Small Business,Service Disabled Veteran Owned Small Business,Small Disadvantaged Business,Small Business - ","$245,812",$0,541710,N/A,N/A,SUPPORT OF HUNTSVILLE OPERATIONS SPACE CENTER
AL,AL-06,UNIV ALABAMA BIRMINGHAM,NCC8246 Modification 25,MSFC - Marshall Space Flight Center,"BIRMINGHAM, AL (District 06)",04/17/2006,10/31/2006,"Educational Institution,Nonprofit Organization,, Firm Fixed Price",Educational - ,"$798,499",$0,[None Indicated],N/A,N/A,PROMOTE COMMERCIALLY FUNDED RESEARCH AND TECHNLGY DEVELOPMENT IN THE FIELD OF BIOPHYSICAL AND ENG
AL,AL-05,K M C TELECOM LLC,NNM04AH22P Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/18/2006,07/31/2007,"Small Business,, Firm Fixed Price",Small Business ONLY - ,$0,$0,[None Indicated],N/A,N/A,INSTALLATION OF T1 BROADBAND LINK POINT TO POINT AIRPORT TO NSSTC AND 36 MO SVC FOLLOWING
AL,AL-05,JOHNSON CONTRACTORS INC,NNM06AA50D Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/18/2006,04/28/2006,"[No Vendor Indicators Found], Other ",Small Business ONLY - ,$417,$417,236210,N/A,N/A,4200145530 RELOCATED UTILITIES AT BLDG. 4612
AL,AL-06,ENVIRONMENTAL PRODUCTS INCORPORATED,NNM06AC57P Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"BIRMINGHAM, AL (District 06)",04/18/2006,06/23/2006,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$14,055","$14,055",[None Indicated],N/A,N/A,4200148785 PURE HUMIDIFIER ELECTRIC STEAM HUMIDIFIER
AL,AL-05,M & D MECHANICAL CONTRACTOR,NNM06AB82D Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/18/2006,07/07/2006,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$21,200","$21,200",236210,N/A,N/A,INSTALL BTU METER AT BLDG 4613
AL,AL-05,THE BOEING COMPANY (5694),NNM06AC50P Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/18/2006,09/29/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$92,877","$92,877",334511,N/A,N/A,SSPPCM REPAIR AND TESTING IN SUPPORT OF THE MSRR PROJECT
AL,AL-05,M AND D MECHANICAL CONTRACTORS INCORPORATED,NNM06AA84C Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/18/2006,02/18/2007,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$3,293,000","$3,293,000",236210,N/A,N/A,ENERGY UPGRADES TO CENTRAL CHILLED WATER FACILITY BUILDING 4473
AL,AL-05,CHUGACH INDUSTRIES INCORPORATED,NNM05AD86D Modification 11,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/19/2006,11/30/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Very Small Business,, Firm Fixed Price","Small Disadvantaged Business,8(A) Program,Small Business - ","$1,420","$1,420",561730,N/A,N/A,4200131965 SET-UP BASIC D/O AND PERFORM FWR 1087038 & 10887040
AL,AL-05,CHUGACH INDUSTRIES INCORPORATED,NNM05AD86D Modification 12,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/19/2006,11/30/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Very Small Business,, Firm Fixed Price","Small Disadvantaged Business,8(A) Program,Small Business - ","$1,957","$1,957",561730,N/A,N/A,4200131965 SET-UP BASIC D/O AND PERFORM FWR 1087038 & 10887040
AL,AL-05,JOHNSON CONTRACTORS INC,NNM05AC69D Modification 3,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/19/2006,04/28/2006,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$11,622","$11,622",236210,N/A,N/A,420012328 REPLACE LIGHT POLES AT BUILDING 4705/4708
AL,AL-05,TELEDYNE INDUSTRIES INC       ,MSFC0200206DNAS802060 Modification 151,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/19/2006,06/30/2007,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,"$1,472,714",$0,541710,N/A,N/A,SYSTEMS DEVELOPMENT & OPERATIONS SUPPORT 
AL,AL-05,TELEDYNE BROWN ENGINEERING INCORPORATED,NNM04AC27D Modification 3,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/20/2006,04/20/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,561210,N/A,N/A,4200084325 TASK ORDER Q042 FOR PURCHASE OF CAMERA
AL,AL-05,A I SIGNAL RESEARCH INC       ,MSFC0200202DNAS802047 Modification 58,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/20/2006,02/14/2007,"Asian Pacific American Owned Business,Minority Owned,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Business,Small Disadvantaged Business,, Cost Plus Incentive Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$1,577,986","$204,505",541710,N/A,N/A,CUSTOMER AND EMPLOYEE RELATIONS (CAER) DIRECTORATE SUPPORT SERVICES 
AL,AL-05,BOARD OF TRUSTEES UNIVERSITY OF ALABAMA (0830),NCC8200 Modification 56,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/21/2006,08/09/2007,"Educational Institution,, Firm Fixed Price",Educational - ,"$-2,858,103",$0,[None Indicated],N/A,N/A,RESEARCH AND DEVELOPMENT
AL,AL-05,SCIENCE APPLICATION INTL CORP,NNM04AA02C Modification 74,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/21/2006,12/31/2006,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - 03HAW001,"$-775,063",$0,541513,N/A,N/A,UNIFIED NASA INFORMATION TECHNOLOGY SERVICES (UNITES)
AL,AL-05,"PERKINS TECHNICAL SERVICES, IN",NNX05AA04D Modification 1,NSSC - NASA Shared Services Center,"Huntsville, AL (District 05)",04/21/2006,11/18/2005,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$-23,043","$-23,043",334220,N/A,N/A,NASA TRANSITION TEAM SAP/NSSC SUPPORT. 
AL,AL-05,EG&G TECHNICAL SERVICES INCORPORATED,NNM05AC92D Modification 8,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/21/2006,06/30/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$-2,931","$-2,931",561210,N/A,N/A,OPTION YEAR2(NAS8-03078) BLANKET DELIVERY ORDER FOR ISSUANCE OF ENGINEERING DIR.
AL,AL-05,LOCKHEED MARTIN CORPORATION,NNM05AA01D Modification 18,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/21/2006,11/30/2007,"Corporate Entity Not Tax Exempt,For Profit Organization,Manufacturer Of Goods,, Firm Fixed Price",Other Than Small Business - ,$0,$0,541511,N/A,N/A,4200091243 SAP MSFC ODIN DESKTOP & NETWORK
AL,AL-05,CHUGACH INDUSTRIES INCORPORATED,NNM05AD86D Modification 13,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/21/2006,11/30/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Very Small Business,, Firm Fixed Price","Small Disadvantaged Business,8(A) Program,Small Business - ","$2,229","$2,229",561730,N/A,N/A,4200131965 SET-UP BASIC D/O AND PERFORM FWR 1087038 & 10887040
AL,AL-05,AMERICAN METEOROLOGICAL SOCIETY,NNM06AC65P Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/21/2006,08/14/2006,"Nonprofit Organization,, Firm Fixed Price",Non-Profit Institutions - ,"$4,210","$4,210",[None Indicated],N/A,N/A,4200151222 REPRINT
AL,AL-05,EXPRESS SALES,NNM06AA11P Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/23/2006,04/23/2006,"SBA Certified HUBZone,Small Business,Women Owned,, Firm Fixed Price","SBA Certified HUBZone,Woman Owned Small Business,Small Business - ",$0,$0,[None Indicated],N/A,N/A,4200145860
AL,,UNITED STATES DEPARTMENT OF THE ARMY,NNJ04HG55I Modification 10,JSC - Johnson Space Flight Center,"UNITED STATES, AL",04/24/2006,12/29/2006,"Federal Government,, Intragovernmental",Government - ,$0,$0,[None Indicated],N/A,N/A,TEST ANALYSIS IN THE LENS HYPERSONIC SHOCK TUNNEL
AL,AL-05,TELEDYNE BROWN ENGINEERING INCORPORATED,NNM05AC53D Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/24/2006,07/01/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,561210,N/A,N/A,4200117766 FABRICATION OF TWO CRYOSTATS
AL,AL-05,TELEDYNE BROWN ENGINEERING INCORPORATED,NNM05AD29D Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/24/2006,07/01/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,561210,N/A,N/A,"4200117766  CLEANING AND CALIBRATION THERMACAM, THERMAL IMAGING RADIOMETER AND INAGING UNIT"
AL,AL-05,UNIVERSITIES SPACE RESEARCH,NCC8183 Modification 44,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/24/2006,06/30/2006,"Nonprofit Organization,, Firm Fixed Price",Non-Profit Institutions - ,"$3,000",$0,[None Indicated],N/A,N/A,"TO PERFORM RESEARCH, EDUCATION, & OUTREACH ACTIVITIES RELATED TO TECH. DEVELOPMENT IN AEROSPC"
AL,AL-05,SEXTON WELDING SUPPLY COMPANY INCORPORATED,NNM06AD01P Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/24/2006,07/26/2006,"Small Business,, Purchase Order",Small Business ONLY - ,"$13,929","$13,929",[None Indicated],N/A,N/A,4200149968 DUAL STATION MIG WELDER SYSTEM
AL,AL-05,"GRAY RESEARCH, INC",NNM06AA88T Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",04/24/2006,04/30/2007,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$178,000","$178,000",541330,N/A,N/A,"AR&D AND TECHNOLOGY FLIGHT DEMONSTRATION PROJECT PROGRAN PLANNING, ANALYSIS & SUPPORT"
AL,AL-05,A J T & ASSOCIATES INC,MSFC0200307DH36440D Modification 22,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/24/2006,06/30/2006,"Hispanic American Owned Business,Minority Owned,Small Business,Very Small Business,, Firm Fixed Price","Small Disadvantaged Business,Small Business - ","$250,000","$250,000",621111,N/A,N/A,"4200019427 AUTHORIZE REQUIREMENTS WORK DELINEATED IN NAS803079 & ID'D IN SECT. 2, CLSE. 1, PARA. C&D"
AL,AL-05,AAMU RESEARCH INSTITUTE,NAG21527 Modification 2,ARC - Ames Research Center,"NORMAL, AL (District 05)",04/25/2006,03/31/2004,"Educational Institution,Historically Black College Or University,, Grant For Research",Historically Black Colleges and Universities - ,$-528,$-528,[None Indicated],N/A,N/A,GENETIC EFFECTS OF NEUTRON RADIATION IN DROSOPHILA
AL,AL-05,ACCENTURE INCORPORATED,NNM06AA13T Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/25/2006,05/12/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541519,N/A,N/A,4200153432 JOB 17 PROJECT MANAGEMENT INFORMATION    IMPROVEMENT (PMII) DATA MAPPING                     
AL,,TELEDYNE INDUSTRIES INC       ,MSFC0200206DNAS802060 Modification 152,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",04/25/2006,06/30/2007,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,$0,"$541,349",541710,N/A,N/A,SYSTEMS DEVELOPMENT & OPERATIONS SUPPORT 
AL,AL-05,EG&G TECHNICAL SERVICES INCORPORATED,NNM05AC91D Modification 7,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/25/2006,06/30/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$2,801","$2,801",561210,N/A,N/A,4200121107 OPTION YEAR 2 (NAS803078) BLANKET DELIVERY ORDER FOR ISSUANCE OF SPACE TRASP. DIRECTORATE
AL,AL-05,CFD RESEARCH CORP,NNJ05JA04C Modification 4,JSC - Johnson Space Flight Center,"Huntsville, AL (District 05)",04/25/2006,11/30/2006,"Small Business,, Firm Fixed Price","Small Business Innovative Research,Small Business - ","$98,010",$0,541710,N/A,N/A,SBIR II/A NOVEL MICROFLUIDIC DEVICE FOR FULLY AUTOMATED EXTRACTION OF RNA FROM CELL STRUCTURES
AL,AL-05,SCIENCE APPLICATION INTL CORP,NNM04AA02C Modification 75,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/26/2006,12/31/2006,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - 03HAW001,$0,$0,541513,N/A,N/A,UNIFIED NASA INFORMATION TECHNOLOGY SERVICES (UNITES)
AL,,TELEDYNE INDUSTRIES INC       ,MSFC0200206DNAS802060 Modification 153,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",04/26/2006,06/30/2007,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,$0,"$43,467",541710,N/A,N/A,SYSTEMS DEVELOPMENT & OPERATIONS SUPPORT 
AL,AL-05,EG&G TECHNICAL SERVICES INC,NNM05AD46D Modification 8,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/26/2006,04/28/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$2,970","$2,970",541614,N/A,N/A,4200124643  BULK FUNDING FOR RETAIL STORE SUPPLIES FOR AD10 ENVIRONMENTAL ENGINEERING AND AD60 INTEGRATED CUSTOMER SUPPORT
AL,AL-05,TELEDYNE INDUSTRIES INC       ,MSFC0200206DNAS802060 Modification 154,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/26/2006,06/30/2007,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,"$851,009",$0,541710,N/A,N/A,SYSTEMS DEVELOPMENT & OPERATIONS SUPPORT 
AL,AL-05,PESA SWITCHING SYSTEMS INCORPORATED,NNL06AB19D Modification 0 (Base Record),LaRC - Langley Research Center,"HUNTSVILLE, AL (District 05)",04/27/2006,06/11/2006,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$7,659","$7,659",334290,N/A,N/A,TIGER 48X16 ANALOG VIDEO MATRIX CARD
AL,AL-07,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,NNG06GB23G Modification 2,GSFC - Goddard Space Flight Center,"Tuscaloosa, AL (District 07)",04/27/2006,11/30/2008,"Educational Institution,Nonprofit Organization,, Grant For Research",Educational - ,"$85,937",$0,[None Indicated],N/A,N/A,"THE OCTECTICAL CALCULATIONS OF THE NON-RESONANT ABSORPTIONS IN THE MILLIMETER/SUB-MILLIMETER, IR & VISIBLE REGIONS FOR H20-H20- N2, H20-02 AND DRY AIR."
AL,AL-05,"GRAY RESEARCH, INC",NNM06AB07T Modification 0 (Base Record),MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/27/2006,04/30/2007,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$276,069","$276,069",541330,N/A,N/A,4200153999 SUPPORT FOR EV62
AL,AL-05,LOCKHEED MARTIN CORPORATION,NNM05AA01D Modification 21,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/27/2006,11/30/2007,"Corporate Entity Not Tax Exempt,For Profit Organization,Manufacturer Of Goods,, Firm Fixed Price",Other Than Small Business - ,"$2,062,730",$0,541511,N/A,N/A,4200091243 SAP MSFC ODIN DESKTOP & NETWORK
AL,AL-05,SVERDRUP TECHNOLOGY INCORPORATED,NNM05AB50C Modification 11,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",04/27/2006,10/14/2006,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,"$6,928,334",$0,541330,N/A,N/A,ENGINEERING SCIENCE AND TECHNOLOGY
AL,,TELEDYNE INDUSTRIES INC       ,MSFC0200206DNAS802060 Modification 155,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",04/28/2006,06/30/2007,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,$0,"$2,530,234",541710,N/A,N/A,SYSTEMS DEVELOPMENT & OPERATIONS SUPPORT 
AL,AL-05,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NNM06AA79T Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/28/2006,07/13/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541330,N/A,N/A,4200150048 ASSESS THE NASA SRB AND RSRM HISTORY AND WORK PROCESSES TO FACILITATE AND SUPPORT THE SAFE FLY OUT OF THE SHUTTLE
AL,AL-05,TOROID CORP,NNM05AF79P Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/28/2006,04/28/2006,"Small Business,Women Owned,, Firm Fixed Price","Woman Owned Small Business,Small Business - ",$0,$0,423840,N/A,N/A,4200126886  LOAD CELLS
AL,AL-05,KENT CONSTRUCTION COMPANY INC,NNM05AA02F Modification 6,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/28/2006,04/28/2006,"Small Business,, Firm Fixed Price",Small Business ONLY - ,$0,$0,236210,N/A,N/A,"REPLACE ROOFS, VARIOUS BUILDINGS, PHASE II"
AL,AL-05,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NNM06AA66T Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/28/2006,04/28/2006,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541330,N/A,N/A,TO 8 FOR TASK 4 FOR IN-FLIGHT ANOMALY  (IFA) INVESTIGATION TEAM SUPPORT
AL,AL-05,JOHNSON CONTRACTORS INC,NNM05AC69D Modification 4,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",04/28/2006,04/28/2006,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,$0,$0,236210,N/A,N/A,420012328 REPLACE LIGHT POLES AT BUILDING 4705/4708
