State	Total Recipients	Net Obligations	Small Businesses	Small Business Obligations	Woman Owned	Woman Owned Obligations	Minority Owned	Minority Owned Obligations	Educational Institutions	Educational Institutions Obligations	Public Universities	Public University Obligations	HBCUs	HBCU Obligations	Non Profits	Non Profit Obligations	Grant Recipient Institutions	Grant Obligations
MT	16	$10532816	11	$1159592	0	$ 0	2	$-4450	5	$9373224	4	$9377674	0	$ 0	0	$ 0	5	$5833866
NC	65	$15070249	41	$8190307	5	$892907	2	$348465	13	$5468095	9	$3706735	2	$427708	2	$423233	14	$4059300
ND	3	$1932048	0	$ 0	0	$ 0	0	$ 0	2	$1932048	1	$1525161	0	$ 0	0	$ 0	1	$350363
NE	5	$3215968	3	$1349253	1	$898360	0	$ 0	2	$1866715	2	$1866715	0	$ 0	0	$ 0	1	$110299
NH	38	$28412253	24	$7488552	1	$17809	0	$ 0	2	$15592018	0	$ 0	0	$ 0	3	$12391439	4	$10586964
NJ	72	$43480396	39	$5049703	5	$248863	7	$237401	7	$20929118	5	$6676302	0	$ 0	5	$4932859	8	$10989102
NM	44	$18260654	26	$6276789	6	$2247738	5	$2675201	5	$8585649	4	$7364929	0	$ 0	3	$421694	7	$5483854
NV	20	$8056718	12	$2875446	5	$2063719	2	$-1637	3	$3757950	3	$3757950	0	$ 0	1	$648397	3	$3154569
NY	154	$155815388	83	$23339891	10	$6018402	7	$4429369	20	$34430623	1	$2125161	0	$ 0	17	$15544031	36	$31606888
OH	189	$224616791	124	$136393731	20	$59696461	25	$88293684	14	$10478573	10	$8922997	0	$ 0	6	$2448353	16	$7452482
OK	19	$25525041	9	$1316265	2	$124749	0	$ 0	6	$23694001	4	$23594001	1	$ 0	2	$458275	4	$2133590
OR	36	$15815742	25	$6003522	2	$150998	2	$1581044	3	$6873928	3	$6873928	0	$ 0	0	$ 0	4	$5250542
PA	112	$158101116	66	$125731487	8	$711708	5	$-6909	19	$24150376	8	$19632315	0	$ 0	4	$1252609	21	$13742851
RI	8	$7784709	2	$2877216	0	$ 0	0	$ 0	4	$4719672	1	$204219	0	$ 0	1	$ 0	5	$3299048
SC	12	$7003578	7	$691692	1	$124279	0	$ 0	4	$5946738	4	$5946738	0	$ 0	0	$ 0	4	$2970448
SD	9	$4578396	6	$1339334	2	$923997	1	$243822	3	$3239062	2	$2995240	0	$ 0	1	$243822	2	$1057240
TN	33	$12727292	18	$3676784	2	$579450	2	$69314	7	$7271177	5	$2991225	2	$93198	4	$1111641	8	$4705388
TX	237	$1372839431	129	$272294009	30	$126615592	32	$36588673	34	$61198738	26	$37151481	2	$1197715	10	$159687614	39	$41707548
UT	36	$210165650	19	$7520486	3	$1042919	4	$2526337	5	$9434277	4	$8317605	0	$ 0	2	$18101866	5	$7908954
VA	351	$1120385540	220	$220794324	50	$23626248	53	$61255683	14	$16415520	12	$12710405	2	$3533987	25	$35014447	30	$20446269
VT	7	$3284504	6	$1297233	1	$749997	0	$ 0	1	$1987271	1	$1987271	0	$ 0	1	$1987271	1	$175960
WA	66	$325388075	39	$10643150	1	$9000	5	$213632	6	$20330009	5	$20150009	0	$ 0	4	$804510	12	$17571737
WI	25	$17496083	13	$756847	6	$1062979	1	$40741	4	$15720036	1	$14760816	0	$ 0	0	$ 0	5	$12273540
WV	12	$52206058	7	$6785239	1	$816419	2	$837119	2	$8748865	1	$421758	0	$ 0	2	$8351107	1	$2593976
WY	3	$1670587	1	$124950	0	$ 0	0	$ 0	1	$1522912	1	$1522912	0	$ 0	1	$22725	1	$296402
